CUSTOMERID,GENDER,AGE,MARRIED,DEPENDENTS,CITY,ZIP_CODE,SENIORCITIZEN,TENURE,PHONESERVICE,MULTIPLELINES,INTERNETSERVICE,INTERNET_TYPE,ONLINESECURITY,ONLINEBACKUP,DEVICEPROTECTION,TECHSUPPORT,STREAMINGTV,STREAMINGMOVIES,STREAMING_MUSIC,UNLIMITED_DATA,CONTRACT,PAPERLESSBILLING,PAYMENTMETHOD,MONTHLYCHARGES,TOTALCHARGES,TOTAL_REVENUE,TOTAL_REFUNDS,NUMBER_OF_REFERRALS,OFFER,AVG_MONTHLY_GB_DOWNLOAD,CHURN,CHURN_CATEGORY,CHURN_REASON,CHURN_BINARY,CHURN_PROBABILITY,RISK_TIER
3804-RVTGV,Male,55,True,True,Mountain View,94043,0,50,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,Yes,Yes,True,True,Month-to-month,True,Bank transfer (automatic),103.85,5017.9,7128.4,0.0,6,Offer B,14.0,Yes,Price,Price too high,1,0.17048278819621845,Low Risk
3806-DXQOM,Female,47,False,False,Baker,92309,0,4,False,No phone service,DSL,DSL,Yes,Yes,No,No,No,No,False,True,Month-to-month,True,Electronic check,33.65,137.85,137.85,0.0,0,Offer E,4.0,Yes,Attitude,Attitude of service provider,1,0.5556983397614359,Medium Risk
3807-BPOMJ,Female,59,True,False,Dobbins,95935,0,55,True,No,Fiber optic,Fiber Optic,Yes,No,No,No,Yes,Yes,True,True,One year,True,Electronic check,94.75,5276.1,6647.25,0.0,6,Offer B,17.0,No,,,0,0.08157676166171815,Low Risk
3808-HFKDE,Female,35,False,False,Alhambra,91801,0,20,True,No,DSL,Cable,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,44.35,927.15,1010.15,0.0,0,Offer D,18.0,No,,,0,0.18900094774188372,Low Risk
3810-DVDQQ,Female,28,True,True,Shasta Lake,96019,0,72,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Bank transfer (automatic),117.6,8308.9,11688.9,5.44,10,,48.0,No,,,0,0.0034250064055370163,Low Risk
3810-PJUHR,Male,63,True,True,Morongo Valley,92256,0,70,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,25.35,1715.15,2447.35,0.0,6,Offer A,,No,,,0,0.001005563446879129,Low Risk
3811-VBYBZ,Male,61,False,False,Lytle Creek,92358,0,7,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,Yes,True,False,Month-to-month,True,Electronic check,99.8,673.25,1012.46,0.0,0,,2.0,Yes,Competitor,Competitor had better devices,1,0.7416309914031274,High Risk
3812-LRZIR,Female,51,True,True,Desert Hot Springs,92240,0,27,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Electronic check,24.5,761.95,1720.99,0.0,1,,,No,,,0,0.04201115409536224,Low Risk
3813-DHBBB,Male,39,True,False,Cedarville,96104,0,67,False,No phone service,DSL,DSL,Yes,Yes,No,Yes,No,Yes,True,True,Two year,True,Bank transfer (automatic),50.95,3521.7,3521.7,0.0,10,,6.0,No,,,0,0.007843806463560296,Low Risk
3814-MLAXC,Female,58,False,False,Hayward,94545,0,31,True,Yes,Fiber optic,Fiber Optic,No,No,No,Yes,No,No,False,True,Month-to-month,True,Credit card (automatic),79.85,2404.15,2919.68,0.0,0,,12.0,Yes,Dissatisfaction,Lack of self-service on Website,1,0.4432942158067178,Medium Risk
3815-SLMEF,Female,26,False,False,Avenal,93204,0,3,False,No phone service,DSL,Cable,Yes,No,No,Yes,No,No,False,True,Month-to-month,False,Mailed check,34.25,139.35,139.35,0.0,0,Offer E,52.0,Yes,Competitor,Competitor offered higher download speeds,1,0.9389880952380953,High Risk
3823-KYNQY,Male,61,False,False,Van Nuys,91406,0,12,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Credit card (automatic),24.95,280.4,587.24,0.0,0,Offer D,,No,,,0,0.08426330519202364,Low Risk
3824-RHKVR,Female,27,False,False,Fullerton,92833,0,17,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Credit card (automatic),19.7,340.35,718.77,0.0,0,Offer D,,No,,,0,0.09876203525369899,Low Risk
3831-YCPUO,Female,38,True,True,Glencoe,95232,0,72,True,No,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Credit card (automatic),109.5,7854.9,10175.46,0.0,3,,19.0,No,,,0,0.006002380014733362,Low Risk
3834-XUIFC,Male,23,False,False,Long Beach,90814,0,7,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,Yes,True,True,Month-to-month,True,Mailed check,85.2,602.55,734.36,0.0,0,Offer E,26.0,Yes,Attitude,Attitude of support person,1,0.6143463268669841,High Risk
3836-FZSDJ,Male,69,True,False,Fresno,93720,1,71,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Bank transfer (automatic),24.85,1901.0,3476.49,0.0,0,Offer A,,No,,,0,0.002259953341446042,Low Risk
3838-OZURD,Male,28,True,False,Somes Bar,95568,0,66,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,Yes,Yes,True,True,Month-to-month,True,Credit card (automatic),105.0,7133.25,7613.73,0.0,0,Offer A,51.0,Yes,Competitor,Competitor had better devices,1,0.5380072095901421,Medium Risk
3841-NFECX,Female,69,True,False,Los Angeles,90033,1,71,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,No,No,False,True,Two year,True,Credit card (automatic),96.35,6766.95,10105.37,0.0,3,,12.0,No,,,0,0.01506245718228263,Low Risk
3842-IYKUE,Female,28,False,False,San Leandro,94579,0,35,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,Yes,No,No,True,False,Month-to-month,False,Credit card (automatic),85.3,2917.5,4603.51,23.89,0,Offer C,41.0,Yes,Competitor,Competitor offered more data,1,0.41819002454468857,Medium Risk
3842-QTGDL,Male,59,True,False,Walnut Creek,94595,0,16,True,No,Fiber optic,Fiber Optic,Yes,Yes,No,No,No,No,False,True,Month-to-month,False,Bank transfer (automatic),80.75,1321.3,2057.3,0.0,8,,30.0,No,,,0,0.056529830269583387,Low Risk
3845-JHAMY,Female,48,True,True,Inverness,94937,0,16,False,No phone service,DSL,Cable,No,No,No,No,No,Yes,True,False,Month-to-month,True,Credit card (automatic),35.5,552.7,632.7,0.0,1,Offer D,53.0,No,,,0,0.27308652708202946,Low Risk
3847-BAERP,Female,27,False,False,Bass Lake,93604,0,10,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,True,Mailed check,20.9,247.0,370.9,0.0,0,,,No,,,0,0.038850719682496086,Low Risk
3850-OKINF,Male,42,True,True,Pasadena,91106,0,71,True,Yes,DSL,DSL,Yes,No,No,No,Yes,No,False,True,One year,True,Electronic check,66.2,4692.55,7321.68,0.0,0,Offer A,26.0,No,,,0,0.051835688517422034,Low Risk
3853-LYGAM,Male,58,False,False,Meadow Vista,95722,0,17,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,Yes,No,Yes,True,True,Month-to-month,True,Bank transfer (automatic),95.65,1640.0,1999.38,0.0,0,,5.0,No,,,0,0.3457879622160448,Medium Risk
3855-ONCAR,Female,35,True,True,Arcadia,91006,0,4,True,No,Fiber optic,Fiber Optic,No,No,No,No,Yes,No,False,True,Month-to-month,True,Mailed check,78.9,299.75,430.46,37.01,9,,53.0,No,,,0,0.2206582515464088,Low Risk
3858-VOBET,Male,48,False,False,San Diego,92117,0,23,True,Yes,Fiber optic,Cable,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,74.95,1710.45,2372.85,0.0,0,,13.0,Yes,Competitor,Competitor made better offer,1,0.5801636748766138,Medium Risk
3858-XHYJO,Female,24,True,False,San Gabriel,91776,0,40,True,Yes,Fiber optic,Fiber Optic,Yes,No,Yes,No,Yes,Yes,True,True,One year,False,Bank transfer (automatic),105.75,4228.55,5116.55,0.0,5,Offer B,76.0,No,,,0,0.11643496907675285,Low Risk
3859-CVCET,Female,47,False,False,Lindsay,93247,0,4,True,No,DSL,DSL,No,No,No,No,No,No,False,True,Month-to-month,False,Mailed check,45.65,191.05,372.65,0.0,0,,27.0,Yes,Competitor,Competitor had better devices,1,0.5780483945982439,Medium Risk
3863-IUBJR,Male,27,True,True,Oakland,94607,0,12,True,No,DSL,DSL,No,No,No,No,No,Yes,True,True,One year,False,Credit card (automatic),53.65,696.35,1030.19,0.0,1,,26.0,Yes,Competitor,Competitor had better devices,1,0.45607913884308027,Medium Risk
3863-QSTYI,Male,60,False,False,Mission Viejo,92691,0,59,True,No,DSL,Cable,No,No,Yes,Yes,Yes,No,False,True,Month-to-month,True,Electronic check,64.65,3735.45,4726.65,0.0,0,,18.0,No,,,0,0.10523831071412353,Low Risk
3865-QBWSJ,Male,76,False,True,Courtland,95615,1,38,True,Yes,Fiber optic,Fiber Optic,Yes,No,No,No,No,No,False,True,Month-to-month,True,Mailed check,80.45,3162.65,4877.59,0.0,0,,27.0,No,,,0,0.3751296814390414,Medium Risk
3865-YIOTT,Male,40,True,True,San Francisco,94110,0,72,True,Yes,Fiber optic,Fiber Optic,Yes,No,Yes,No,Yes,Yes,True,True,One year,True,Bank transfer (automatic),106.1,7848.5,8688.74,0.0,1,,26.0,No,,,0,0.22360796996244847,Low Risk
3865-ZFZIB,Male,25,False,False,Los Angeles,90077,0,19,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,19.65,358.15,1017.07,0.0,0,Offer D,,No,,,0,0.00823742262921657,Low Risk
3865-ZYKAD,Male,77,True,False,Sacramento,95831,1,69,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,No,No,No,No,False,True,Month-to-month,True,Credit card (automatic),84.9,5785.65,6804.09,0.0,7,,14.0,No,,,0,0.05326675595149039,Low Risk
3866-MDTUB,Female,64,False,False,Los Angeles,90017,0,2,True,No,DSL,DSL,Yes,No,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,70.75,146.9,200.76,0.0,0,,10.0,Yes,Attitude,Attitude of support person,1,0.9809897660818714,High Risk
3870-MQAMG,Female,21,True,False,Camp Nelson,93208,0,54,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,True,True,One year,False,Electronic check,110.35,5893.15,6010.87,0.0,1,Offer B,71.0,Yes,Competitor,Competitor had better devices,1,0.5686477999619791,Medium Risk
3870-SPZSI,Female,56,True,True,Wilton,95693,0,70,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Credit card (automatic),113.05,7869.05,10196.55,0.0,4,Offer A,15.0,No,,,0,0.018539606685468352,Low Risk
3871-IKPYH,Male,70,False,False,Camarillo,93010,1,1,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,False,Electronic check,69.1,69.1,85.29,0.0,0,,12.0,Yes,Other,Moved,1,0.979959349593496,High Risk
3873-NFTGI,Male,54,False,False,Fresno,93703,0,14,True,Yes,DSL,DSL,No,Yes,No,No,No,No,False,True,Month-to-month,True,Credit card (automatic),55.5,767.55,1026.27,0.0,0,Offer D,21.0,No,,,0,0.187048609537247,Low Risk
3873-WOSBC,Male,58,True,False,Catheys Valley,95306,0,67,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Credit card (automatic),25.6,1784.9,2571.48,0.0,1,Offer A,,No,,,0,0.010944403058376677,Low Risk
3874-EQOEP,Male,32,False,False,Long Beach,90804,0,7,True,Yes,Fiber optic,Cable,No,No,No,No,Yes,Yes,True,False,Month-to-month,False,Mailed check,95.0,655.5,772.54,36.6,0,Offer E,28.0,Yes,Competitor,Competitor had better devices,1,0.7702091054830867,High Risk
3877-JRJIP,Male,50,False,False,Hawthorne,90250,0,1,True,Yes,DSL,Cable,No,No,No,No,Yes,No,False,True,Month-to-month,True,Electronic check,59.85,59.85,81.9,0.0,0,,28.0,Yes,Attitude,Attitude of support person,1,0.9905263157894737,High Risk
3882-IYOIJ,Female,41,True,True,Yorba Linda,92886,0,60,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,False,Credit card (automatic),115.25,6758.45,9346.4,11.85,1,Offer B,28.0,No,,,0,0.1363532608177722,Low Risk
3884-HCSWG,Female,51,False,False,Camptonville,95922,0,17,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,False,Month-to-month,True,Electronic check,70.0,1144.5,1354.72,0.0,0,,17.0,Yes,Attitude,Attitude of support person,1,0.4664817026007888,Medium Risk
3884-UEBXB,Female,58,True,True,Diamond Springs,95619,0,67,False,No phone service,DSL,DSL,Yes,Yes,No,No,No,No,False,True,Two year,False,Bank transfer (automatic),36.15,2434.45,2434.45,0.0,5,,15.0,No,,,0,0.018540196536627824,Low Risk
3886-CERTZ,Female,57,True,False,Fullerton,92831,0,72,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,True,True,One year,True,Electronic check,109.25,8109.8,10351.16,0.0,1,,11.0,Yes,Competitor,Competitor had better devices,1,0.4801505622943366,Medium Risk
3887-PBQAO,Female,48,True,True,Hermosa Beach,90254,0,45,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,True,Credit card (automatic),25.9,1216.6,2228.65,0.0,4,Offer B,,No,,,0,0.0037522001807716093,Low Risk
3889-VWBID,Male,52,True,True,Antelope,95843,0,68,True,No,DSL,DSL,Yes,Yes,No,Yes,Yes,Yes,True,True,Two year,False,Bank transfer (automatic),82.85,5776.45,7652.57,0.0,1,,27.0,No,,,0,0.041329951276291445,Low Risk
3890-RTCMS,Male,29,False,False,Millville,96062,0,16,True,No,DSL,DSL,No,No,No,Yes,No,No,False,True,Month-to-month,True,Mailed check,49.45,799.0,1574.2,0.0,0,,59.0,No,,,0,0.22261887980376904,Low Risk
3891-NLXJB,Male,26,False,False,San Jose,95131,0,37,False,No phone service,DSL,DSL,Yes,Yes,No,Yes,No,No,True,False,Two year,True,Mailed check,40.55,1390.85,1440.85,0.0,0,,69.0,No,,,0,0.03293483086826017,Low Risk
3891-PUQOD,Female,40,False,True,Los Angeles,90063,0,1,True,No,DSL,DSL,No,No,Yes,No,No,Yes,True,True,Month-to-month,False,Electronic check,59.2,59.2,72.78,0.0,0,,24.0,Yes,Dissatisfaction,Service dissatisfaction,1,0.9625,High Risk
3892-NXAZG,Male,56,True,True,Downieville,95936,0,72,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Credit card (automatic),114.05,8289.2,8707.52,0.0,4,Offer A,29.0,No,,,0,0.008879414676697697,Low Risk
3893-JRNFS,Male,19,False,False,Palmdale,93550,0,68,False,No phone service,DSL,DSL,No,No,Yes,No,No,Yes,True,True,Month-to-month,True,Bank transfer (automatic),39.9,2796.35,2796.35,0.0,0,,58.0,No,,,0,0.17850673981321016,Low Risk
3896-RCYYE,Female,61,False,False,Atwater,95301,0,67,False,No phone service,DSL,DSL,No,No,Yes,Yes,Yes,Yes,True,True,Month-to-month,True,Credit card (automatic),53.4,3579.15,3579.15,0.0,0,,11.0,No,,,0,0.16771534512300273,Low Risk
3896-ZVNET,Female,42,True,True,Gerber,96035,0,24,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,24.7,571.75,1069.51,0.0,7,,,No,,,0,0.0028217469160993634,Low Risk
3898-BSJYF,Female,23,False,True,Herlong,96113,0,10,True,Yes,DSL,Cable,Yes,No,Yes,Yes,No,Yes,True,True,One year,False,Credit card (automatic),73.55,693.3,835.7,0.0,0,Offer D,26.0,No,,,0,0.12627496613952874,Low Risk
3898-GUYTS,Female,71,False,False,Ravendale,96123,1,45,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,No,Yes,Yes,No,False,True,Month-to-month,True,Electronic check,97.05,4385.05,4955.2,0.0,0,,4.0,No,,,0,0.372890676786124,Medium Risk
3900-AQPHZ,Female,45,False,False,Pearblossom,93553,0,1,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Mailed check,19.9,19.9,69.41,0.0,0,,,Yes,Attitude,Attitude of support person,1,1.0,High Risk
3902-FOIGH,Male,66,True,False,Doyle,96109,1,12,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,Yes,False,True,Month-to-month,True,Electronic check,101.35,1218.55,1800.55,0.0,1,,4.0,Yes,Dissatisfaction,Product dissatisfaction,1,0.8653263374009872,High Risk
3902-MIVLE,Male,35,True,True,Whittier,90601,0,63,True,Yes,DSL,DSL,Yes,No,Yes,Yes,No,Yes,True,True,Two year,False,Mailed check,75.7,4676.7,5442.15,0.0,3,Offer B,21.0,No,,,0,0.014701998420217475,Low Risk
3904-UKFRE,Male,27,False,False,Stockton,95205,0,4,True,Yes,Fiber optic,Fiber Optic,Yes,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,80.1,336.15,512.79,0.0,0,Offer E,82.0,No,,,0,0.3618190700988052,Medium Risk
3908-BLSYF,Female,40,False,False,Los Altos,94024,0,6,True,No,Fiber optic,Fiber Optic,No,No,Yes,No,No,Yes,True,True,Month-to-month,False,Electronic check,83.9,497.55,653.13,0.0,0,,24.0,Yes,Competitor,Competitor had better devices,1,0.6727716777660798,High Risk
3908-MKIMJ,Male,79,True,False,Mount Shasta,96067,1,68,False,No phone service,DSL,Cable,Yes,Yes,Yes,No,No,No,False,True,Two year,True,Electronic check,41.95,2965.75,2965.75,0.0,9,,28.0,No,,,0,0.06570114388097853,Low Risk
3910-MRQOY,Female,28,True,False,Orick,95555,0,72,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Bank transfer (automatic),19.4,1496.45,2423.09,0.0,8,,,No,,,0,6.0483870967741935e-05,Low Risk
3911-RSNHI,Female,46,True,False,Rocklin,95765,0,71,False,No phone service,DSL,DSL,No,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Credit card (automatic),61.4,4310.35,4310.35,0.0,2,Offer A,27.0,No,,,0,0.01816423071741865,Low Risk
3913-FCUUW,Female,52,True,True,Hanford,93230,0,72,True,Yes,DSL,DSL,Yes,Yes,Yes,Yes,No,No,False,True,Two year,True,Bank transfer (automatic),70.45,5165.7,5658.9,0.0,8,Offer A,19.0,No,,,0,0.0009695753357833474,Low Risk
3913-RDSJZ,Female,40,True,False,Los Angeles,90019,0,64,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,25.55,1714.95,4875.91,0.0,9,,,No,,,0,0.0009621529100475397,Low Risk
3914-FDRHP,Male,25,False,False,Warner Springs,92086,0,9,True,No,Fiber optic,Fiber Optic,No,No,No,Yes,Yes,No,False,True,Month-to-month,False,Electronic check,86.25,770.5,1187.56,0.0,0,,59.0,No,,,0,0.3894232586492901,Medium Risk
3915-ODIYG,Male,72,False,False,Cotati,94931,1,60,True,Yes,DSL,DSL,Yes,Yes,No,No,No,Yes,True,False,One year,True,Electronic check,71.75,4374.55,4996.55,0.0,0,,29.0,No,,,0,0.07719689810755265,Low Risk
3920-HIHMQ,Female,53,False,True,Scotts Valley,95066,0,26,True,Yes,DSL,DSL,No,No,No,No,No,No,False,False,Month-to-month,True,Mailed check,49.5,1265.65,1840.49,0.0,0,,19.0,No,,,0,0.19596254868338353,Low Risk
3923-CSIHK,Female,69,True,False,Herald,95638,1,50,True,No,Fiber optic,Cable,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,71.05,3444.85,3674.85,0.0,1,,24.0,Yes,Dissatisfaction,Poor expertise of online support,1,0.6313600933346819,High Risk
3926-CUQZX,Male,27,False,False,Campo,91906,0,1,True,No,DSL,DSL,No,No,No,No,No,No,True,True,Month-to-month,True,Bank transfer (automatic),45.1,45.1,56.16,0.0,0,Offer E,58.0,Yes,Other,Don't know,1,0.9872727272727272,High Risk
3926-YZVVX,Female,62,False,False,Sacramento,95841,0,41,True,No,DSL,Cable,No,No,No,Yes,No,No,False,True,One year,False,Bank transfer (automatic),50.05,2029.05,2538.27,0.0,0,,12.0,No,,,0,0.04253876080970098,Low Risk
3927-NLNRY,Male,48,True,False,Long Barn,95335,0,53,True,No,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,Yes,True,True,One year,True,Bank transfer (automatic),94.25,4867.95,5703.76,0.0,1,Offer B,9.0,Yes,Other,Moved,1,0.46890303727135846,Medium Risk
3932-CMDTD,Female,29,False,False,Foothill Ranch,92610,0,4,True,No,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,True,True,One year,True,Electronic check,105.65,443.9,617.7,0.0,0,,52.0,Yes,Dissatisfaction,Limited range of services,1,0.6644548989888186,High Risk
3932-IJWDZ,Male,51,False,False,Willits,95490,0,45,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,Yes,Yes,Yes,True,True,Month-to-month,True,Bank transfer (automatic),103.65,4747.85,5861.6,0.0,0,Offer B,13.0,No,,,0,0.29566050110343695,Low Risk
3933-DQPWX,Female,48,False,False,Barstow,92311,0,50,False,No phone service,DSL,DSL,No,Yes,Yes,Yes,No,No,False,True,Two year,False,Credit card (automatic),39.7,1932.75,1932.75,0.0,0,,6.0,No,,,0,0.0368577367011179,Low Risk
3934-HXCFZ,Male,33,True,False,Pinecrest,95364,0,23,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,No,Yes,No,False,True,Month-to-month,True,Electronic check,99.25,2186.4,2628.0,0.0,1,Offer D,7.0,Yes,Dissatisfaction,Service dissatisfaction,1,0.6936901431850186,High Risk
3935-TBRZZ,Male,54,True,True,Twentynine Palms,92278,0,44,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Mailed check,25.7,1110.5,1785.02,0.0,10,Offer B,,No,,,0,0.00176047261009667,Low Risk
3938-YFPXD,Male,55,False,False,Janesville,96114,0,72,True,Yes,DSL,DSL,Yes,No,Yes,Yes,Yes,Yes,True,True,Two year,False,Credit card (automatic),84.3,5997.1,8087.26,0.0,0,Offer A,27.0,No,,,0,0.03107917535194156,Low Risk
3941-XTSKM,Male,32,True,True,Burnt Ranch,95527,0,42,False,No phone service,DSL,DSL,No,Yes,Yes,No,No,Yes,True,True,One year,True,Credit card (automatic),45.1,2049.05,2049.05,0.0,6,,26.0,No,,,0,0.030056224606816374,Low Risk
3943-KDREE,Female,48,False,False,Los Angeles,90010,0,26,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Bank transfer (automatic),74.95,1834.95,2290.73,0.0,0,,15.0,Yes,Other,Don't know,1,0.4577099175099841,Medium Risk
3945-GFWQL,Female,33,False,True,San Jose,95113,0,12,True,No,DSL,DSL,No,No,No,No,No,No,False,False,Month-to-month,True,Electronic check,44.55,480.6,524.31,18.21,0,,16.0,Yes,Price,Extra data charges,1,0.4038415758650362,Medium Risk
